Date,Price,Open,High,Low,Vol.,Change %,Ticker,Unnamed: 7,Unnamed: 8
2017-11-23,0.54,0.54,0.54,0.54,148.88K,0.00%,AIICO,,
2017-11-22,0.54,0.54,0.54,0.54,151.89K,0.00%,AIICO,,
2017-11-21,0.54,0.55,0.55,0.54,334.63K,-1.82%,AIICO,,
2017-11-20,0.55,0.55,0.55,0.54,3.72M,0.00%,AIICO,,
2017-11-17,0.55,0.55,0.55,0.53,27.47M,1.85%,AIICO,,
2017-11-16,0.54,0.55,0.55,0.54,1.75M,-1.82%,AIICO,,
2017-11-15,0.55,0.53,0.55,0.53,12.52M,3.77%,AIICO,,
2017-11-14,0.53,0.53,0.54,0.53,706.23K,-3.64%,AIICO,,
2017-11-13,0.55,0.53,0.55,0.53,217.00K,3.77%,AIICO,,
2017-11-10,0.53,0.55,0.55,0.53,875.60K,-3.64%,AIICO,,
2017-11-09,0.55,0.54,0.55,0.54,412.45K,1.85%,AIICO,,
2017-11-08,0.54,0.53,0.54,0.53,9.47M,1.89%,AIICO,,
2017-11-07,0.53,0.53,0.55,0.53,1.37M,0.00%,AIICO,,
2017-11-06,0.53,0.55,0.56,0.53,1.66M,-1.85%,AIICO,,
2017-11-03,0.54,0.56,0.57,0.54,20.98M,-1.82%,AIICO,,
2017-11-02,0.55,0.55,0.55,0.55,328.13K,1.85%,AIICO,,
2017-11-01,0.54,0.54,0.54,0.53,6.15M,3.85%,AIICO,,
2017-10-31,0.52,0.53,0.53,0.52,5.34M,-5.45%,AIICO,,
2017-10-30,0.55,0.56,0.56,0.54,126.67K,1.85%,AIICO,,
2017-10-27,0.54,0.54,0.54,0.54,231.62K,0.00%,AIICO,,
2017-10-26,0.54,0.54,0.54,0.54,283.20K,-1.82%,AIICO,,
2017-10-25,0.55,0.56,0.56,0.54,116.79K,1.85%,AIICO,,
2017-10-24,0.54,0.54,0.54,0.54,599.38K,-1.82%,AIICO,,
2017-10-23,0.55,0.56,0.55,0.54,990.24K,1.85%,AIICO,,
2017-10-20,0.54,0.56,0.55,0.54,1.22M,-5.26%,AIICO,,
2017-10-19,0.57,0.57,0.57,0.57,554.38K,-3.39%,AIICO,,
2017-10-18,0.59,0.59,0.59,0.59,495.75K,1.72%,AIICO,,
2017-10-17,0.58,0.56,0.58,0.56,11.57M,3.57%,AIICO,,
2017-10-16,0.56,0.56,0.56,0.55,12.86M,3.70%,AIICO,,
2017-10-13,0.54,0.57,0.57,0.54,1.60M,-3.57%,AIICO,,
2017-10-12,0.56,0.55,0.56,0.55,767.37K,1.82%,AIICO,,
2017-10-11,0.55,0.55,0.56,0.55,4.82M,0.00%,AIICO,,
2017-10-10,0.55,0.54,0.55,0.53,4.80M,1.85%,AIICO,,
2017-10-09,0.54,0.53,0.54,0.53,543.40K,-1.82%,AIICO,,
2017-10-06,0.55,0.55,0.55,0.55,185.48K,3.77%,AIICO,,
2017-10-05,0.53,0.53,0.53,0.53,501.00K,0.00%,AIICO,,
2017-10-04,0.53,0.52,0.54,0.51,3.08M,0.00%,AIICO,,
2017-10-03,0.53,0.54,0.55,0.53,3.64M,-3.64%,AIICO,,
2017-09-29,0.55,0.53,0.55,0.53,2.83M,3.77%,AIICO,,
2017-09-28,0.53,0.56,0.56,0.53,4.72M,-3.64%,AIICO,,
2017-09-27,0.55,0.56,0.56,0.55,1.07M,1.85%,AIICO,,
2017-09-26,0.54,0.53,0.54,0.53,338.60K,-1.82%,AIICO,,
2017-09-25,0.55,0.53,0.55,0.53,546.14K,1.85%,AIICO,,
2017-09-22,0.54,0.54,0.55,0.54,653.45K,1.89%,AIICO,,
2017-09-21,0.53,0.55,0.53,0.53,2.57M,-5.36%,AIICO,,
2017-09-20,0.56,0.56,0.56,0.56,310.50K,0.00%,AIICO,,
2017-09-19,0.56,0.56,0.56,0.56,23.00K,0.00%,AIICO,,
2017-09-18,0.56,0.57,0.57,0.56,42.50K,-3.45%,AIICO,,
2017-09-15,0.58,0.57,0.58,0.56,1.64M,0.00%,AIICO,,
2017-09-14,0.58,0.55,0.58,0.55,4.36M,1.75%,AIICO,,
2017-09-13,0.57,0.54,0.57,0.54,248.39K,3.64%,AIICO,,
2017-09-12,0.55,0.57,0.57,0.55,629.33K,-3.51%,AIICO,,
2017-09-11,0.57,0.57,0.58,0.57,78.75K,-3.39%,AIICO,,
2017-09-08,0.59,0.59,0.59,0.59,197.50K,3.51%,AIICO,,
2017-09-07,0.57,0.57,0.57,0.57,1.05M,3.64%,AIICO,,
2017-09-06,0.55,0.57,0.57,0.55,2.26M,-3.51%,AIICO,,
2017-09-05,0.57,0.54,0.58,0.54,2.63M,1.79%,AIICO,,
2017-08-31,0.56,0.56,0.56,0.56,913.62K,3.70%,AIICO,,
2017-08-30,0.54,0.56,0.56,0.54,912.88K,-3.57%,AIICO,,
2017-08-29,0.56,0.56,0.56,0.56,275.77K,3.70%,AIICO,,
2017-08-28,0.54,0.54,0.54,0.54,221.81K,-1.82%,AIICO,,
2017-08-25,0.55,0.55,0.57,0.55,7.12M,-3.51%,AIICO,,
2017-08-24,0.57,0.57,0.57,0.55,1.87M,3.64%,AIICO,,
2017-08-23,0.55,0.55,0.55,0.55,1.24M,-3.51%,AIICO,,
2017-08-22,0.57,0.56,0.57,0.55,1.35M,0.00%,AIICO,,
2017-08-21,0.57,0.56,0.57,0.55,131.02M,1.79%,AIICO,,
2017-08-18,0.56,0.58,0.58,0.56,1.09M,0.00%,AIICO,,
2017-08-17,0.56,0.55,0.56,0.55,681.97K,-1.75%,AIICO,,
2017-08-16,0.57,0.55,0.59,0.55,4.12M,0.00%,AIICO,,
2017-08-15,0.57,0.57,0.57,0.57,1.54M,3.64%,AIICO,,
2017-08-14,0.55,0.55,0.55,0.55,3.44M,-3.51%,AIICO,,
2017-08-11,0.57,0.6,0.59,0.57,1.29M,-1.72%,AIICO,,
2017-08-10,0.58,0.57,0.58,0.57,604.51K,-1.69%,AIICO,,
2017-08-09,0.59,0.59,0.59,0.57,924.21K,3.51%,AIICO,,
2017-08-08,0.57,0.58,0.58,0.57,253.86K,-3.39%,AIICO,,
2017-08-07,0.59,0.57,0.59,0.57,352.91K,0.00%,AIICO,,
2017-08-04,0.59,0.55,0.59,0.55,426.54K,3.51%,AIICO,,
2017-08-03,0.57,0.57,0.57,0.57,609.72K,0.00%,AIICO,,
2017-08-02,0.57,0.57,0.59,0.57,104.38K,-3.39%,AIICO,,
2017-08-01,0.59,0.58,0.59,0.56,1.73M,3.51%,AIICO,,
2017-07-31,0.57,0.55,0.57,0.55,1.57M,3.64%,AIICO,,
2017-07-28,0.55,0.55,0.55,0.55,416.63K,0.00%,AIICO,,
2017-07-27,0.55,0.54,0.56,0.54,2.58M,1.85%,AIICO,,
2017-07-26,0.54,0.55,0.55,0.53,3.73M,-5.26%,AIICO,,
2017-07-25,0.57,0.59,0.57,0.57,2.07M,0.00%,AIICO,,
2017-07-24,0.57,0.57,0.57,0.57,499.02K,-5.00%,AIICO,,
2017-07-21,0.6,0.58,0.6,0.57,2.12M,0.00%,AIICO,,
2017-07-20,0.6,0.6,0.6,0.6,576.54K,1.69%,AIICO,,
2017-07-19,0.59,0.58,0.59,0.57,1.44M,3.51%,AIICO,,
2017-07-18,0.57,0.57,0.58,0.57,496.56K,-1.72%,AIICO,,
2017-07-17,0.58,0.58,0.6,0.58,3.03M,-4.92%,AIICO,,
2017-07-14,0.61,0.61,0.61,0.61,1.11M,-1.61%,AIICO,,
2017-07-13,0.62,0.6,0.62,0.6,2.00M,3.33%,AIICO,,
2017-07-12,0.6,0.62,0.61,0.6,1.54M,0.00%,AIICO,,
2017-07-11,0.6,0.61,0.61,0.6,736.54K,0.00%,AIICO,,
2017-07-10,0.6,0.6,0.62,0.6,1.45M,1.69%,AIICO,,
2017-07-07,0.59,0.59,0.59,0.59,404.07K,3.51%,AIICO,,
2017-07-06,0.57,0.59,0.59,0.57,509.90K,-3.39%,AIICO,,
2017-07-05,0.59,0.6,0.6,0.59,1.05M,-4.84%,AIICO,,
2017-07-04,0.62,0.62,0.65,0.61,1.65M,0.00%,AIICO,,
2017-07-03,0.62,0.6,0.62,0.59,1.54M,3.33%,AIICO,,
2017-06-30,0.6,0.58,0.6,0.58,511.70K,0.00%,AIICO,,
2017-06-29,0.6,0.6,0.6,0.6,1.54M,3.45%,AIICO,,
2017-06-28,0.58,0.59,0.6,0.58,1.32M,0.00%,AIICO,,
2017-06-23,0.58,0.56,0.58,0.54,4.59M,0.00%,AIICO,,
2017-06-22,0.58,0.58,0.58,0.58,894.77K,-4.92%,AIICO,,
2017-06-21,0.61,0.64,0.64,0.61,5.09M,-4.69%,AIICO,,
2017-06-20,0.64,0.67,0.67,0.64,5.96M,0.00%,AIICO,,
2017-06-19,0.64,0.61,0.64,0.61,5.70M,8.47%,AIICO,,
2017-06-16,0.59,0.57,0.59,0.57,2.42M,5.36%,AIICO,,
2017-06-15,0.56,0.55,0.56,0.55,2.28M,3.70%,AIICO,,
2017-06-14,0.54,0.53,0.54,0.53,456.50K,1.89%,AIICO,,
2017-06-13,0.53,0.55,0.55,0.53,2.99M,0.00%,AIICO,,
2017-06-12,0.53,0.55,0.53,0.53,463.64K,-5.36%,AIICO,,
2017-06-09,0.56,0.57,0.56,0.55,1.25M,1.82%,AIICO,,
2017-06-08,0.55,0.53,0.55,0.53,2.05M,3.77%,AIICO,,
2017-06-07,0.53,0.54,0.55,0.53,858.21K,-3.64%,AIICO,,
2017-06-06,0.55,0.54,0.55,0.54,5.51M,3.77%,AIICO,,
2017-06-05,0.53,0.55,0.57,0.53,1.71M,-1.85%,AIICO,,
2017-06-02,0.54,0.55,0.54,0.53,1.54M,0.00%,AIICO,,
2017-06-01,0.54,0.54,0.54,0.53,1.83M,3.85%,AIICO,,
2017-05-31,0.52,0.53,0.53,0.51,1.92M,1.96%,AIICO,,
2017-05-30,0.51,0.51,0.52,0.51,2.38M,0.00%,AIICO,,
2017-05-26,0.51,0.52,0.52,0.51,1.67M,-1.92%,AIICO,,
2017-05-25,0.52,0.52,0.52,0.51,1.15M,0.00%,AIICO,,
2017-05-24,0.52,0.54,0.52,0.52,1.49M,-1.89%,AIICO,,
2017-05-23,0.53,0.53,0.53,0.52,622.64K,0.00%,AIICO,,
2017-05-22,0.53,0.52,0.53,0.51,1.65M,1.92%,AIICO,,
2017-05-19,0.52,0.52,0.53,0.51,1.07M,1.96%,AIICO,,
2017-05-18,0.51,0.51,0.52,0.5,11.71M,-1.92%,AIICO,,
2017-05-17,0.52,0.52,0.53,0.52,2.35M,0.00%,AIICO,,
2017-05-16,0.52,0.52,0.52,0.52,1.80M,-1.89%,AIICO,,
2017-05-15,0.53,0.52,0.53,0.52,4.53M,-1.85%,AIICO,,
2017-05-12,0.54,0.56,0.56,0.54,863.15K,-3.57%,AIICO,,
2017-05-11,0.56,0.58,0.56,0.56,988.53K,0.00%,AIICO,,
2017-05-10,0.56,0.55,0.58,0.55,2.09M,-1.75%,AIICO,,
2017-05-09,0.57,0.58,0.57,0.56,2.45M,0.00%,AIICO,,
2017-05-08,0.57,0.55,0.57,0.55,2.60M,3.64%,AIICO,,
2017-05-05,0.55,0.57,0.59,0.55,4.42M,0.00%,AIICO,,
2017-05-04,0.55,0.54,0.55,0.53,2.00M,3.77%,AIICO,,
2017-05-03,0.53,0.5,0.53,0.5,1.44M,3.92%,AIICO,,
2017-05-02,0.51,0.51,0.51,0.51,737.69K,-3.77%,AIICO,,
2017-04-28,0.53,0.53,0.53,0.51,687.62K,0.00%,AIICO,,
2017-04-27,0.53,0.53,0.53,0.53,612.68K,1.92%,AIICO,,
2017-04-26,0.52,0.52,0.54,0.52,1.95M,0.00%,AIICO,,
2017-04-25,0.52,0.52,0.52,0.51,1.16M,-1.89%,AIICO,,
2017-04-24,0.53,0.53,0.53,0.53,1.71M,-3.64%,AIICO,,
2017-04-21,0.55,0.55,0.55,0.55,344.72K,3.77%,AIICO,,
2017-04-20,0.53,0.53,0.53,0.53,542.77K,0.00%,AIICO,,
2017-04-19,0.53,0.53,0.53,0.53,191.86K,0.00%,AIICO,,
2017-04-18,0.53,0.53,0.55,0.53,1.28M,0.00%,AIICO,,
2017-04-13,0.53,0.53,0.53,0.53,255.68K,-3.64%,AIICO,,
2017-04-12,0.55,0.54,0.55,0.55,381.88K,3.77%,AIICO,,
2017-04-11,0.53,0.53,0.53,0.53,1.01M,3.92%,AIICO,,
2017-04-10,0.51,0.54,0.54,0.51,1.77M,-3.77%,AIICO,,
2017-04-07,0.53,0.53,0.53,0.53,220.33K,-1.85%,AIICO,,
2017-04-06,0.54,0.56,0.55,0.54,889.41K,-1.82%,AIICO,,
2017-04-05,0.55,0.57,0.57,0.55,1.12M,-1.79%,AIICO,,
2017-04-04,0.56,0.54,0.56,0.54,2.51M,3.70%,AIICO,,
2017-04-03,0.54,0.54,0.55,0.54,1.74M,1.89%,AIICO,,
2017-03-31,0.53,0.54,0.54,0.52,5.24M,-1.85%,AIICO,,
2017-03-30,0.54,0.54,0.54,0.54,651.52K,-3.57%,AIICO,,
2017-03-29,0.56,0.56,0.56,0.56,497.56K,-3.45%,AIICO,,
2017-03-28,0.58,0.58,0.58,0.55,3.99M,1.75%,AIICO,,
2017-03-27,0.57,0.57,0.57,0.56,478.46K,3.64%,AIICO,,
2017-03-24,0.55,0.57,0.57,0.55,6.71M,-1.79%,AIICO,,
2017-03-23,0.56,0.55,0.56,0.55,2.17M,1.82%,AIICO,,
2017-03-22,0.55,0.57,0.57,0.55,4.96M,-3.51%,AIICO,,
2017-03-21,0.57,0.57,0.57,0.57,989.81K,-3.39%,AIICO,,
2017-03-20,0.59,0.59,0.59,0.57,1.31M,0.00%,AIICO,,
2017-03-17,0.59,0.57,0.59,0.57,1.99M,3.51%,AIICO,,
2017-03-16,0.57,0.57,0.57,0.57,2.27M,0.00%,AIICO,,
2017-03-15,0.57,0.57,0.57,0.55,3.77M,0.00%,AIICO,,
2017-03-14,0.57,0.57,0.57,0.56,3.56M,0.00%,AIICO,,
2017-03-13,0.57,0.57,0.59,0.57,949.07K,-3.39%,AIICO,,
2017-03-10,0.59,0.6,0.6,0.59,575.96K,-1.67%,AIICO,,
2017-03-09,0.6,0.6,0.6,0.6,1.01M,0.00%,AIICO,,
2017-03-08,0.6,0.6,0.6,0.6,2.17M,0.00%,AIICO,,
2017-03-07,0.6,0.6,0.6,0.6,1.01M,-4.76%,AIICO,,
2017-03-06,0.63,0.63,0.63,0.63,665.25K,5.00%,AIICO,,
2017-03-03,0.6,0.61,0.61,0.6,235.19K,1.69%,AIICO,,
2017-03-02,0.59,0.59,0.59,0.59,307.92K,0.00%,AIICO,,
2017-03-01,0.59,0.59,0.59,0.59,96.98K,3.51%,AIICO,,
2017-02-28,0.57,0.57,0.57,0.57,95.70K,0.00%,AIICO,,
2017-02-27,0.57,0.57,0.57,0.57,41.90K,3.64%,AIICO,,
2017-02-24,0.55,0.57,0.57,0.55,97.54M,-9.84%,AIICO,,
2017-02-23,0.61,0.61,0.61,0.59,16.50K,0.00%,AIICO,,
2017-02-22,0.61,0.6,0.61,0.58,188.70K,3.39%,AIICO,,
2017-02-21,0.59,0.61,0.61,0.59,46.01K,-3.28%,AIICO,,
2017-02-20,0.61,0.58,0.61,0.58,105.73K,1.67%,AIICO,,
2017-02-17,0.6,0.6,0.6,0.6,440.24K,1.69%,AIICO,,
2017-02-16,0.59,0.57,0.59,0.57,438.88K,0.00%,AIICO,,
2017-02-15,0.59,0.59,0.59,0.59,214.68K,1.72%,AIICO,,
2017-02-14,0.58,0.57,0.6,0.57,3.78M,-3.33%,AIICO,,
2017-02-13,0.6,0.6,0.6,0.6,180.49K,0.00%,AIICO,,
2017-02-10,0.6,0.6,0.6,0.6,139.05K,3.45%,AIICO,,
2017-02-09,0.58,0.58,0.58,0.58,8.62M,-3.33%,AIICO,,
2017-02-08,0.6,0.59,0.6,0.59,143.42M,3.45%,AIICO,,
2017-02-07,0.58,0.59,0.59,0.58,1.15M,-1.69%,AIICO,,
2017-02-06,0.59,0.59,0.59,0.59,229.70K,1.72%,AIICO,,
2017-02-03,0.58,0.6,0.6,0.58,1.23M,-3.33%,AIICO,,
2017-02-02,0.6,0.6,0.6,0.6,254.05K,1.69%,AIICO,,
2017-02-01,0.59,0.59,0.59,0.59,169.98K,0.00%,AIICO,,
2017-01-31,0.59,0.6,0.6,0.59,12.81M,-1.67%,AIICO,,
2017-01-30,0.6,0.6,0.6,0.6,56.81M,0.00%,AIICO,,
2017-01-27,0.6,0.59,0.6,0.58,1.43M,0.00%,AIICO,,
2017-01-26,0.6,0.6,0.6,0.6,30.15M,3.45%,AIICO,,
2017-01-25,0.58,0.58,0.58,0.58,1.60M,0.00%,AIICO,,
2017-01-24,0.58,0.6,0.6,0.58,514.64K,-3.33%,AIICO,,
2017-01-23,0.6,0.58,0.6,0.58,1.28M,0.00%,AIICO,,
2017-01-20,0.6,0.59,0.6,0.57,1.16M,0.00%,AIICO,,
2017-01-19,0.6,0.59,0.6,0.59,682.17K,0.00%,AIICO,,
2017-01-18,0.6,0.59,0.6,0.57,5.02M,0.00%,AIICO,,
2017-01-17,0.6,0.6,0.6,0.6,815.16K,0.00%,AIICO,,
2017-01-16,0.6,0.58,0.6,0.58,587.42K,0.00%,AIICO,,
2017-01-13,0.6,0.6,0.6,0.6,206.00K,0.00%,AIICO,,
2017-01-12,0.6,0.6,0.6,0.6,277.13K,0.00%,AIICO,,
2017-01-11,0.6,0.61,0.6,0.59,1.31M,1.69%,AIICO,,
2017-01-10,0.59,0.6,0.62,0.59,3.42M,-1.67%,AIICO,,
2017-01-09,0.6,0.61,0.62,0.59,7.67M,-1.64%,AIICO,,
2017-01-06,0.61,0.61,0.62,0.61,81.59K,-1.61%,AIICO,,
2017-01-05,0.62,0.61,0.62,0.61,838.30K,1.64%,AIICO,,
2017-01-04,0.61,0.61,0.61,0.61,180.90K,1.67%,AIICO,,
2017-01-03,0.6,0.6,0.6,0.6,356.96K,-4.76%,AIICO,,
2016-12-30,0.63,0.63,0.63,0.63,392.75K,0.00%,AIICO,,
2016-12-29,0.63,0.61,0.63,0.63,871.47K,6.78%,AIICO,,
2016-12-28,0.59,0.61,0.61,0.59,544.34K,-3.28%,AIICO,,
2016-12-23,0.61,0.6,0.61,0.6,745.47K,1.67%,AIICO,,
2016-12-22,0.6,0.61,0.61,0.6,721.03K,-1.64%,AIICO,,
2016-12-21,0.61,0.61,0.61,0.61,138.10K,0.00%,AIICO,,
2016-12-20,0.61,0.6,0.61,0.6,229.84K,1.67%,AIICO,,
2016-12-19,0.6,0.58,0.6,0.58,2.25M,0.00%,AIICO,,
2016-12-16,0.6,0.6,0.6,0.57,1.37M,0.00%,AIICO,,
2016-12-15,0.6,0.6,0.6,0.6,545.41K,0.00%,AIICO,,
2016-12-14,0.6,0.6,0.6,0.6,231.58K,1.69%,AIICO,,
2016-12-13,0.59,0.57,0.59,0.57,795.24K,3.51%,AIICO,,
2016-12-09,0.57,0.58,0.58,0.57,754.48K,-3.39%,AIICO,,
2016-12-08,0.59,0.57,0.59,0.57,285.56K,3.51%,AIICO,,
2016-12-07,0.57,0.57,0.58,0.57,1.02M,0.00%,AIICO,,
2016-12-06,0.57,0.57,0.57,0.57,351.38K,0.00%,AIICO,,
2016-12-05,0.57,0.57,0.57,0.57,571.97K,-3.39%,AIICO,,
2016-12-02,0.59,0.57,0.59,0.57,121.91K,0.00%,AIICO,,
2016-12-01,0.59,0.58,0.59,0.57,165.12K,0.00%,AIICO,,
2016-11-30,0.59,0.57,0.59,0.57,118.95K,0.00%,AIICO,,
2016-11-29,0.59,0.59,0.59,0.59,1.01M,1.72%,AIICO,,
2016-11-28,0.58,0.59,0.59,0.57,147.51K,-1.69%,AIICO,,
2016-11-25,0.59,0.58,0.59,0.58,70.00K,3.51%,AIICO,,
2016-11-24,0.57,0.57,0.57,0.57,63.71K,-3.39%,AIICO,,
2016-11-23,0.59,0.59,0.59,0.59,94.23K,3.51%,AIICO,,
2016-11-22,0.57,0.59,0.58,0.57,3.76M,0.00%,AIICO,,
2016-11-21,0.57,0.57,0.57,0.57,423.17K,0.00%,AIICO,,
2016-11-18,0.57,0.57,0.57,0.57,1.35M,-5.00%,AIICO,,
2016-11-17,0.6,0.6,0.6,0.6,114.09K,3.45%,AIICO,,
2016-11-16,0.58,0.58,0.58,0.58,81.33K,-3.33%,AIICO,,
2016-11-15,0.6,0.57,0.6,0.57,1.15M,0.00%,AIICO,,
2016-11-14,0.6,0.63,0.6,0.6,3.15M,0.00%,AIICO,,
2016-11-11,0.6,0.6,0.6,0.6,477.41K,3.45%,AIICO,,
2016-11-10,0.58,0.61,0.58,0.58,180.26K,-1.69%,AIICO,,
2016-11-09,0.59,0.6,0.59,0.57,360.03K,1.72%,AIICO,,
2016-11-08,0.58,0.59,0.6,0.58,542.16K,-3.33%,AIICO,,
2016-11-07,0.6,0.64,0.64,0.6,377.34K,-4.76%,AIICO,,
2016-11-04,0.63,0.63,0.63,0.61,540.61K,0.00%,AIICO,,
2016-11-03,0.63,0.61,0.63,0.61,667.55K,0.00%,AIICO,,
2016-11-02,0.63,0.63,0.63,0.63,200.10K,0.00%,AIICO,,
2016-11-01,0.63,0.61,0.63,0.58,4.18M,0.00%,AIICO,,
2016-10-31,0.63,0.6,0.63,0.63,2.84M,8.62%,AIICO,,
2016-10-28,0.58,0.58,0.58,0.58,106.40K,3.57%,AIICO,,
2016-10-27,0.56,0.57,0.59,0.56,2.30M,-1.75%,AIICO,,
2016-10-26,0.57,0.6,0.6,0.57,2.65M,-3.39%,AIICO,,
2016-10-25,0.59,0.58,0.59,0.58,281.68K,1.72%,AIICO,,
2016-10-24,0.58,0.59,0.59,0.58,1.74M,-4.92%,AIICO,,
2016-10-21,0.61,0.61,0.61,0.61,415.75K,0.00%,AIICO,,
2016-10-20,0.61,0.6,0.61,0.59,3.03M,1.67%,AIICO,,
2016-10-19,0.6,0.59,0.61,0.59,105.08K,1.69%,AIICO,,
2016-10-18,0.59,0.61,0.61,0.59,220.89K,-1.67%,AIICO,,
2016-10-17,0.6,0.6,0.6,0.6,3.24M,-1.64%,AIICO,,
2016-10-14,0.61,0.63,0.63,0.61,674.87K,1.67%,AIICO,,
2016-10-13,0.6,0.6,0.6,0.6,7.42M,-1.64%,AIICO,,
2016-10-12,0.61,0.6,0.64,0.6,1.03M,-1.61%,AIICO,,
2016-10-11,0.62,0.62,0.62,0.62,172.74K,0.00%,AIICO,,
2016-10-10,0.62,0.62,0.63,0.62,75.21K,-4.62%,AIICO,,
2016-10-07,0.65,0.65,0.65,0.65,199.04K,3.17%,AIICO,,
2016-10-06,0.63,0.61,0.63,0.61,1.49M,-1.56%,AIICO,,
2016-10-05,0.64,0.63,0.64,0.63,613.48K,1.59%,AIICO,,
2016-10-04,0.63,0.64,0.64,0.61,545.99K,3.28%,AIICO,,
2016-09-30,0.61,0.61,0.62,0.61,1.41M,-3.17%,AIICO,,
2016-09-29,0.63,0.64,0.64,0.62,1.43M,0.00%,AIICO,,
2016-09-28,0.63,0.6,0.63,0.6,1.48M,3.28%,AIICO,,
2016-09-27,0.61,0.62,0.63,0.6,2.17M,-1.61%,AIICO,,
2016-09-26,0.62,0.63,0.63,0.62,412.88K,0.00%,AIICO,,
2016-09-23,0.62,0.61,0.62,0.61,1.39M,1.64%,AIICO,,
2016-09-22,0.61,0.61,0.61,0.61,321.22K,3.39%,AIICO,,
2016-09-21,0.59,0.61,0.61,0.59,9.96M,0.00%,AIICO,,
2016-09-20,0.59,0.62,0.62,0.59,11.65M,-4.84%,AIICO,,
2016-09-19,0.62,0.62,0.62,0.62,332.16K,0.00%,AIICO,,
2016-09-16,0.62,0.62,0.62,0.62,210.63K,-4.62%,AIICO,,
2016-09-15,0.65,0.64,0.65,0.64,336.94K,1.56%,AIICO,,
2016-09-14,0.64,0.64,0.64,0.64,498.34K,-4.48%,AIICO,,
2016-09-09,0.67,0.65,0.67,0.65,359.09K,3.08%,AIICO,,
2016-09-08,0.65,0.65,0.65,0.65,1.27M,4.84%,AIICO,,
2016-09-07,0.62,0.63,0.63,0.62,821.17K,-1.59%,AIICO,,
2016-09-06,0.63,0.63,0.63,0.63,745.25K,0.00%,AIICO,,
2016-09-05,0.63,0.63,0.63,0.63,1.23M,-3.08%,AIICO,,
2016-09-02,0.65,0.63,0.68,0.63,189.80K,-1.52%,AIICO,,
2016-09-01,0.66,0.66,0.66,0.66,282.96K,4.76%,AIICO,,
2016-08-31,0.63,0.66,0.66,0.63,453.26K,-1.56%,AIICO,,
2016-08-30,0.64,0.64,0.64,0.62,2.69M,1.59%,AIICO,,
2016-08-29,0.63,0.62,0.63,0.63,269.04K,1.61%,AIICO,,
2016-08-26,0.62,0.62,0.62,0.62,259.59K,-3.12%,AIICO,,
2016-08-25,0.64,0.64,0.64,0.64,556.40K,-4.48%,AIICO,,
2016-08-24,0.67,0.66,0.67,0.66,722.16K,1.52%,AIICO,,
2016-08-23,0.66,0.66,0.66,0.66,141.62K,0.00%,AIICO,,
2016-08-22,0.66,0.66,0.66,0.65,1.35M,4.76%,AIICO,,
2016-08-19,0.63,0.67,0.67,0.63,1.19M,-1.56%,AIICO,,
2016-08-18,0.64,0.67,0.66,0.64,940.95K,-4.48%,AIICO,,
2016-08-17,0.67,0.67,0.67,0.67,600.03K,0.00%,AIICO,,
2016-08-16,0.67,0.69,0.69,0.67,1.42M,0.00%,AIICO,,
2016-08-15,0.67,0.67,0.67,0.67,2.14M,-4.29%,AIICO,,
2016-08-12,0.7,0.7,0.7,0.67,2.23M,4.48%,AIICO,,
2016-08-11,0.67,0.69,0.67,0.67,627.70K,1.52%,AIICO,,
2016-08-10,0.66,0.7,0.71,0.66,3.77M,-2.94%,AIICO,,
2016-08-09,0.68,0.69,0.69,0.68,2.78M,-4.23%,AIICO,,
2016-08-08,0.71,0.69,0.71,0.68,2.31M,4.41%,AIICO,,
2016-08-05,0.68,0.7,0.7,0.67,3.35M,1.49%,AIICO,,
2016-08-04,0.67,0.7,0.72,0.67,5.78M,-6.94%,AIICO,,
2016-08-03,0.72,0.72,0.73,0.69,1.32M,-1.37%,AIICO,,
2016-08-02,0.73,0.7,0.73,0.7,4.19M,0.00%,AIICO,,
2016-08-01,0.73,0.74,0.73,0.71,2.04M,-1.35%,AIICO,,
2016-07-29,0.74,0.73,0.76,0.72,2.23M,5.71%,AIICO,,
2016-07-28,0.7,0.72,0.73,0.69,4.47M,-2.78%,AIICO,,
2016-07-27,0.72,0.73,0.72,0.7,392.99K,-1.37%,AIICO,,
2016-07-26,0.73,0.72,0.74,0.7,2.45M,1.39%,AIICO,,
2016-07-25,0.72,0.7,0.72,0.68,4.40M,2.86%,AIICO,,
2016-07-22,0.7,0.7,0.73,0.67,2.53M,-4.11%,AIICO,,
2016-07-21,0.73,0.73,0.73,0.73,252.50K,-3.95%,AIICO,,
2016-07-20,0.76,0.73,0.76,0.73,1.91M,0.00%,AIICO,,
2016-07-19,0.76,0.73,0.76,0.7,3.78M,4.11%,AIICO,,
2016-07-18,0.73,0.72,0.78,0.72,4.42M,-2.67%,AIICO,,
2016-07-15,0.75,0.78,0.78,0.75,689.38K,0.00%,AIICO,,
2016-07-14,0.75,0.77,0.79,0.75,1.20M,-3.85%,AIICO,,
2016-07-13,0.78,0.78,0.78,0.78,392.77K,2.63%,AIICO,,
2016-07-12,0.76,0.74,0.76,0.71,5.17M,4.11%,AIICO,,
2016-07-11,0.73,0.74,0.74,0.71,829.24K,-1.35%,AIICO,,
2016-07-08,0.74,0.75,0.75,0.73,1.88M,0.00%,AIICO,,
2016-07-04,0.74,0.74,0.74,0.71,6.57M,0.00%,AIICO,,
