Date,Price,Open,High,Low,Vol.,Change %,Ticker,Unnamed: 7,Unnamed: 8
2015-02-17,"28,452.60","27,728.63","28,575.12","27,680.14",,2.61%,NSE All Share,,
2015-02-16,"27,728.63","27,585.26","27,730.63","27,423.51",,0.52%,NSE All Share,,
2015-02-13,"27,585.26","27,935.77","28,038.50","27,395.73",,-1.19%,NSE All Share,,
2015-02-12,"27,917.90","28,721.27","28,721.27","27,905.55",,-2.80%,NSE All Share,,
2015-02-11,"28,721.27","29,125.69","29,127.44","28,630.97",,-1.39%,NSE All Share,,
2015-02-10,"29,125.69","29,360.55","29,368.17","28,965.68",,-0.80%,NSE All Share,,
2015-02-09,"29,360.55","29,985.08","30,055.86","29,357.02",,-2.08%,NSE All Share,,
2015-02-06,"29,985.08","30,200.97","30,264.86","29,968.74",,-0.71%,NSE All Share,,
2015-02-05,"30,200.97","30,617.96","30,682.77","30,151.34",,-1.36%,NSE All Share,,
2015-02-04,"30,617.96","30,018.35","30,668.44","30,002.86",,2.00%,NSE All Share,,
2015-02-03,"30,018.35","29,882.28","30,300.75","29,771.53",,0.46%,NSE All Share,,
2015-02-02,"29,882.28","29,562.07","29,884.28","29,562.07",,1.08%,NSE All Share,,
2015-01-30,"29,562.07","29,642.38","29,660.45","29,465.66",,-0.27%,NSE All Share,,
2015-01-29,"29,642.38","29,907.66","29,922.47","29,590.92",,-0.89%,NSE All Share,,
2015-01-28,"29,907.66","29,859.06","29,988.46","29,817.11",,0.16%,NSE All Share,,
2015-01-27,"29,859.06","29,779.17","29,920.08","29,738.46",,0.27%,NSE All Share,,
2015-01-26,"29,779.17","29,812.05","29,856.82","29,572.64",,-0.11%,NSE All Share,,
2015-01-23,"29,812.05","29,687.93","29,812.05","29,687.93",,0.42%,NSE All Share,,
2015-01-22,"29,687.93","29,759.04","29,773.74","29,601.78",,-0.24%,NSE All Share,,
2015-01-21,"29,759.04","29,819.39","29,905.80","29,743.12",,-0.20%,NSE All Share,,
2015-01-20,"29,819.39","29,773.40","30,139.82","29,743.63",,0.15%,NSE All Share,,
2015-01-19,"29,773.40","29,034.89","29,847.55","29,034.89",,2.55%,NSE All Share,,
2015-01-16,"29,032.29","28,811.39","29,364.93","28,811.39",,0.77%,NSE All Share,,
2015-01-15,"28,811.39","28,740.61","29,123.27","28,726.61",,0.25%,NSE All Share,,
2015-01-14,"28,740.61","29,889.86","29,937.53","28,699.71",,-3.84%,NSE All Share,,
2015-01-13,"29,889.86","30,218.82","30,221.78","29,445.00",,-1.14%,NSE All Share,,
2015-01-12,"30,234.72","30,160.30","30,234.72","29,353.54",,0.30%,NSE All Share,,
2015-01-09,"30,143.02","30,420.54","30,704.34","30,080.84",,-0.91%,NSE All Share,,
2015-01-08,"30,420.54","31,167.54","31,167.54","30,418.91",,-2.40%,NSE All Share,,
2015-01-07,"31,167.54","32,522.31","32,522.31","31,148.78",,-4.17%,NSE All Share,,
2015-01-06,"32,522.31","33,943.29","33,994.43","32,507.38",,-4.19%,NSE All Share,,
2015-01-05,"33,943.29","34,657.15","34,657.26","33,805.43",,-2.06%,NSE All Share,,
2024-07-17,591.1,591.1,591.1,591.1,,-9.99%,DANGCEM,,
2024-07-16,656.7,656.7,591.1,591.1,24.56K,0.00%,DANGCEM,,
2024-07-15,656.7,656.7,591.1,591.1,59.67K,0.00%,DANGCEM,,
2024-07-12,656.7,656.7,591.1,591.1,57.08K,0.00%,DANGCEM,,
2024-07-11,656.7,656.7,591.1,591.1,120.45K,0.00%,DANGCEM,,
2024-07-10,656.7,656.7,591.1,591.1,8.56K,0.00%,DANGCEM,,
2024-07-09,656.7,656.7,591.1,591.1,10.26K,0.00%,DANGCEM,,
2024-07-08,656.7,656.7,591.1,591.1,29.02K,0.00%,DANGCEM,,
2024-07-05,656.7,656.7,591.1,591.1,4.32K,0.00%,DANGCEM,,
2024-07-04,656.7,656.7,591.1,591.1,6.90K,0.00%,DANGCEM,,
2024-07-03,656.7,656.7,591.1,591.1,8.43K,0.00%,DANGCEM,,
2024-07-02,656.7,656.7,591.1,591.1,5.48K,0.00%,DANGCEM,,
2024-07-01,656.7,656.7,591.1,591.1,20.25K,0.00%,DANGCEM,,
2024-06-28,656.7,656.7,591.1,591.1,11.06K,0.00%,DANGCEM,,
2024-06-27,656.7,656.7,591.1,591.1,203.96K,0.00%,DANGCEM,,
2024-06-26,656.7,656.7,591.1,591.1,4.72K,0.00%,DANGCEM,,
2024-06-25,656.7,656.7,591.1,591.1,4.20K,0.00%,DANGCEM,,
2024-06-24,656.7,656.7,591.1,591.1,5.28K,0.00%,DANGCEM,,
2024-06-21,656.7,656.7,591.1,591.1,5.60K,0.00%,DANGCEM,,
2024-06-20,656.7,656.7,591.1,591.1,8.13K,0.00%,DANGCEM,,
2024-06-19,656.7,656.7,591.1,591.1,60.00K,0.00%,DANGCEM,,
2024-06-14,656.7,656.7,591.1,591.1,6.60K,0.00%,DANGCEM,,
2024-06-13,656.7,656.7,591.1,591.1,19.40K,0.00%,DANGCEM,,
2024-06-11,656.7,656.7,591.1,591.1,17.04K,0.00%,DANGCEM,,
2024-06-10,656.7,656.7,591.1,591.1,12.89K,0.00%,DANGCEM,,
2024-06-07,656.7,656.7,591.1,591.1,9.58K,0.00%,DANGCEM,,
2024-06-06,656.7,656.7,591.1,591.1,16.17K,0.00%,DANGCEM,,
2024-06-05,656.7,656.7,591.1,591.1,10.12K,0.00%,DANGCEM,,
2024-06-04,656.7,656.7,591.1,591.1,7.29K,0.00%,DANGCEM,,
2024-06-03,656.7,656.7,591.1,591.1,12.66K,0.00%,DANGCEM,,
2024-05-31,656.7,656.7,591.1,591.1,28.28K,0.00%,DANGCEM,,
2024-05-30,656.7,656.7,591.1,591.1,6.50K,0.00%,DANGCEM,,
2024-05-29,656.7,656.7,591.1,591.1,4.21K,0.00%,DANGCEM,,
2024-05-28,656.7,656.7,591.1,591.1,4.52K,0.00%,DANGCEM,,
2024-05-27,656.7,656.7,591.5,591.1,6.66K,0.00%,DANGCEM,,
2024-05-24,656.7,656.7,591.1,591.1,4.49K,0.00%,DANGCEM,,
2024-05-23,656.7,656.7,591.1,591.1,17.40K,0.00%,DANGCEM,,
2024-05-22,656.7,656.7,591.1,591.1,10.24K,0.00%,DANGCEM,,
2024-05-21,656.7,656.7,591.1,591.1,12.21K,0.00%,DANGCEM,,
2024-05-20,656.7,656.7,591.1,591.1,15.80K,0.00%,DANGCEM,,
2024-05-17,656.7,656.7,591.1,591.1,4.36K,11.10%,DANGCEM,,
2024-05-16,591.1,591.1,591.1,591.1,,0.00%,DANGCEM,,
2024-05-15,591.1,591.1,591.1,591.1,,-9.99%,DANGCEM,,
2024-05-14,656.7,656.7,591.1,591.1,9.09K,11.10%,DANGCEM,,
2024-05-13,591.1,591.1,591.1,591.1,,0.00%,DANGCEM,,
2024-05-10,591.1,591.1,591.1,591.1,,0.00%,DANGCEM,,
2024-05-09,591.1,591.1,591.1,591.1,,0.00%,DANGCEM,,
2024-05-08,591.1,591.1,591.1,591.1,,-9.99%,DANGCEM,,
2024-05-07,656.7,656.7,591.1,591.1,4.46K,11.10%,DANGCEM,,
2024-05-06,591.1,591.1,591.1,591.1,,-9.99%,DANGCEM,,
2024-05-03,656.7,656.7,591.1,591.1,17.65K,0.00%,DANGCEM,,
2024-05-02,656.7,656.7,591.1,591.1,8.95K,0.00%,DANGCEM,,
2024-04-30,656.7,656.7,591.1,591.1,3.41K,0.00%,DANGCEM,,
2024-04-29,656.7,656.7,591.1,591.1,10.66K,0.00%,DANGCEM,,
2024-04-26,656.7,656.7,591.1,591.1,10.59K,0.00%,DANGCEM,,
2024-04-25,656.7,656.7,595.0,591.1,3.79K,0.00%,DANGCEM,,
2024-04-24,656.7,656.7,591.1,591.1,11.35K,0.00%,DANGCEM,,
2024-04-23,656.7,656.7,591.1,591.1,1.02K,0.00%,DANGCEM,,
2024-04-22,656.7,656.7,591.1,591.1,9.69K,0.00%,DANGCEM,,
2024-04-19,656.7,656.7,591.1,591.1,3.06K,0.00%,DANGCEM,,
2024-04-18,656.7,656.7,591.1,591.1,3.00K,0.00%,DANGCEM,,
2024-04-17,656.7,656.7,591.1,591.1,1.92K,0.00%,DANGCEM,,
2024-04-16,656.7,656.7,591.1,591.1,13.08K,-4.37%,DANGCEM,,
2024-04-15,686.7,686.7,618.1,618.1,925.62K,0.00%,DANGCEM,,
2024-04-12,686.7,686.7,618.1,618.1,82.14K,0.00%,DANGCEM,,
2024-04-08,686.7,686.7,618.1,618.1,4.24K,0.00%,DANGCEM,,
2024-04-05,686.7,686.7,618.1,618.1,11.57K,0.00%,DANGCEM,,
2024-04-04,686.7,686.7,618.1,618.1,55.71K,0.00%,DANGCEM,,
2024-04-03,686.7,686.7,618.1,618.1,58.48K,0.00%,DANGCEM,,
2024-04-02,686.7,686.7,618.1,618.1,21.82K,0.00%,DANGCEM,,
2024-03-28,686.7,686.7,620.0,618.1,4.93K,0.00%,DANGCEM,,
2024-03-27,686.7,686.7,686.7,686.7,6.60K,0.00%,DANGCEM,,
2024-03-26,686.7,686.7,686.7,686.7,5.44K,0.00%,DANGCEM,,
2024-03-25,686.7,686.7,686.7,686.7,53.65K,0.00%,DANGCEM,,
2024-03-22,686.7,686.7,686.7,686.7,6.16K,0.00%,DANGCEM,,
2024-03-21,686.7,686.7,686.7,686.7,3.91K,0.00%,DANGCEM,,
2024-03-20,686.7,686.7,686.7,686.7,0.68K,0.00%,DANGCEM,,
2024-03-19,686.7,686.7,686.7,686.7,3.54K,0.00%,DANGCEM,,
2024-03-18,686.7,686.7,686.7,686.7,36.42K,0.00%,DANGCEM,,
2024-03-15,686.7,686.7,686.7,686.7,17.32K,0.00%,DANGCEM,,
2024-03-14,686.7,686.7,686.7,686.7,4.21K,0.00%,DANGCEM,,
2024-03-13,686.7,686.7,686.7,686.7,54.27K,0.00%,DANGCEM,,
2024-03-12,686.7,686.7,686.7,686.7,7.11K,0.00%,DANGCEM,,
2024-03-11,686.7,686.7,686.7,686.7,140.62K,0.00%,DANGCEM,,
2024-03-08,686.7,686.7,686.7,686.7,187.92K,0.00%,DANGCEM,,
2024-03-07,686.7,686.7,686.7,686.7,6.85M,0.00%,DANGCEM,,
2024-03-06,686.7,686.7,686.7,686.7,86.41K,0.00%,DANGCEM,,
2024-03-05,686.7,686.7,686.7,686.7,226.11K,0.00%,DANGCEM,,
2024-03-04,686.7,686.7,686.7,686.7,33.44K,0.00%,DANGCEM,,
2024-03-01,686.7,686.7,686.7,686.7,30.99K,0.00%,DANGCEM,,
2024-02-29,686.7,686.7,686.7,686.7,18.05K,0.00%,DANGCEM,,
2024-02-28,686.7,686.7,686.7,686.7,13.69K,0.00%,DANGCEM,,
2024-02-27,686.7,686.7,686.7,686.7,2.54K,0.00%,DANGCEM,,
2024-02-26,686.7,686.7,686.7,686.7,172.91K,0.00%,DANGCEM,,
2024-02-23,686.7,686.7,686.7,686.7,18.71K,0.00%,DANGCEM,,
2024-02-22,686.7,686.7,686.7,686.7,3.03K,0.00%,DANGCEM,,
2024-02-21,686.7,686.7,686.7,686.7,130.04K,0.00%,DANGCEM,,
2024-02-20,686.7,686.7,686.7,686.7,136.19K,0.00%,DANGCEM,,
2024-02-19,686.7,763.0,686.7,686.7,223.99K,-10.00%,DANGCEM,,
2024-02-16,763.0,763.0,763.0,763.0,122.08K,0.00%,DANGCEM,,
2024-02-15,763.0,763.0,763.0,763.0,14.14K,0.00%,DANGCEM,,
2024-02-14,763.0,763.0,763.0,763.0,20.30K,0.00%,DANGCEM,,
2024-02-13,763.0,763.0,763.0,763.0,113.10K,0.00%,DANGCEM,,
2024-02-12,763.0,763.0,763.0,763.0,34.94K,0.00%,DANGCEM,,
2024-02-09,763.0,763.0,763.0,763.0,103.87K,0.00%,DANGCEM,,
2024-02-08,763.0,763.0,763.0,763.0,24.91K,0.00%,DANGCEM,,
2024-02-07,763.0,763.0,763.0,763.0,6.25K,0.00%,DANGCEM,,
2024-02-06,763.0,763.0,763.0,763.0,39.52K,0.00%,DANGCEM,,
2024-02-05,763.0,763.0,763.0,763.0,210.00K,0.00%,DANGCEM,,
2024-02-02,763.0,763.0,763.0,763.0,34.71K,0.00%,DANGCEM,,
2024-02-01,763.0,763.0,763.0,763.0,87.09K,0.00%,DANGCEM,,
2024-01-31,763.0,763.0,763.0,763.0,169.82K,0.00%,DANGCEM,,
2024-01-30,763.0,763.0,763.0,763.0,493.29K,0.00%,DANGCEM,,
2024-01-29,763.0,694.1,763.0,624.7,13.04M,9.93%,DANGCEM,,
2024-01-26,694.1,694.1,694.1,694.1,218.29K,0.00%,DANGCEM,,
2024-01-25,694.1,694.1,694.1,694.1,196.77K,0.00%,DANGCEM,,
2024-01-24,694.1,651.8,694.1,694.1,1.05M,6.49%,DANGCEM,,
2024-01-23,651.8,592.6,651.8,600.0,5.07M,9.99%,DANGCEM,,
2024-01-22,592.6,592.6,592.6,592.6,2.02M,9.99%,DANGCEM,,
2024-01-19,538.8,489.9,538.8,538.8,1.29M,9.98%,DANGCEM,,
2024-01-18,489.9,452.5,489.9,489.9,1.46M,8.27%,DANGCEM,,
2024-01-17,452.5,411.9,452.5,452.5,1.22M,9.86%,DANGCEM,,
2024-01-16,411.9,375.0,411.9,400.0,1.67M,9.84%,DANGCEM,,
2024-01-15,375.0,350.0,375.0,375.0,318.54K,7.14%,DANGCEM,,
2024-01-12,350.0,350.0,350.0,350.0,272.69K,0.00%,DANGCEM,,
2024-01-11,350.0,350.0,350.0,350.0,1.89M,0.00%,DANGCEM,,
2024-01-10,350.0,337.1,350.0,350.0,1.42M,3.83%,DANGCEM,,
2024-01-09,337.1,325.0,337.1,337.1,888.61K,3.72%,DANGCEM,,
2024-01-08,325.0,325.0,325.0,325.0,101.05K,0.00%,DANGCEM,,
2024-01-05,325.0,319.9,325.0,325.0,1.04M,1.59%,DANGCEM,,
2024-01-04,319.9,319.9,319.9,319.9,71.54K,0.00%,DANGCEM,,
2024-01-03,319.9,319.9,319.9,319.9,599.98K,0.00%,DANGCEM,,
2024-01-02,319.9,319.9,319.9,319.9,16.74K,0.00%,DANGCEM,,
2023-12-29,319.9,319.9,319.9,319.9,313.36K,0.00%,DANGCEM,,
2023-12-28,319.9,313.0,319.9,319.9,555.31K,2.20%,DANGCEM,,
2023-12-27,313.0,320.0,313.0,313.0,577.50K,-2.19%,DANGCEM,,
2023-12-22,320.0,320.0,320.0,320.0,1.50M,0.00%,DANGCEM,,
2023-12-21,320.0,320.0,320.0,320.0,375.30K,0.00%,DANGCEM,,
2023-12-20,320.0,320.0,320.0,320.0,619.81K,0.00%,DANGCEM,,
2023-12-19,320.0,320.0,320.0,320.0,568.24K,0.00%,DANGCEM,,
2023-12-18,320.0,320.0,320.0,320.0,198.56K,0.00%,DANGCEM,,
2023-12-15,320.0,320.0,320.0,320.0,141.77K,0.00%,DANGCEM,,
2023-12-14,320.0,320.0,320.0,320.0,60.77K,0.00%,DANGCEM,,
2023-12-13,320.0,320.0,320.0,320.0,152.94K,0.00%,DANGCEM,,
2023-12-12,320.0,320.0,320.0,320.0,89.23K,0.00%,DANGCEM,,
2023-12-11,320.0,320.0,320.0,320.0,182.91K,0.00%,DANGCEM,,
2023-12-08,320.0,320.0,320.0,320.0,48.14K,0.00%,DANGCEM,,
2023-12-07,320.0,320.0,320.0,320.0,31.20K,0.00%,DANGCEM,,
2023-12-06,320.0,320.0,320.0,320.0,220.79K,0.00%,DANGCEM,,
2023-12-05,320.0,320.0,320.0,320.0,40.63K,0.00%,DANGCEM,,
2023-12-04,320.0,320.0,320.0,320.0,43.35K,0.00%,DANGCEM,,
2023-12-01,320.0,320.0,320.0,320.0,16.53M,0.00%,DANGCEM,,
2023-11-30,320.0,320.0,320.0,320.0,216.64K,0.00%,DANGCEM,,
2023-11-29,320.0,320.0,320.0,320.0,242.34K,0.00%,DANGCEM,,
2023-11-28,320.0,328.0,320.0,320.0,216.76K,-2.44%,DANGCEM,,
2023-11-27,328.0,328.0,328.0,328.0,72.01K,0.00%,DANGCEM,,
2023-11-24,328.0,328.0,328.0,328.0,10.45K,0.00%,DANGCEM,,
2023-11-23,328.0,328.0,328.0,328.0,17.10K,0.00%,DANGCEM,,
2023-11-22,328.0,328.0,328.0,328.0,90.31K,0.00%,DANGCEM,,
2023-11-21,328.0,328.0,328.0,328.0,38.90K,0.00%,DANGCEM,,
2023-11-20,328.0,328.0,328.0,328.0,99.94K,0.00%,DANGCEM,,
2023-11-17,328.0,328.0,328.0,328.0,99.46K,0.00%,DANGCEM,,
2023-11-16,328.0,328.0,328.0,328.0,57.12K,0.00%,DANGCEM,,
2023-11-15,328.0,328.0,328.0,328.0,79.16K,0.00%,DANGCEM,,
2023-11-14,328.0,328.0,328.0,328.0,255.47K,0.00%,DANGCEM,,
2023-11-13,328.0,328.0,328.0,328.0,137.69K,0.00%,DANGCEM,,
2023-11-10,328.0,328.0,328.0,328.0,81.75K,0.00%,DANGCEM,,
2023-11-09,328.0,328.0,328.0,328.0,92.25K,0.00%,DANGCEM,,
2023-11-08,328.0,328.0,328.0,328.0,59.31K,0.00%,DANGCEM,,
2023-11-07,328.0,328.0,328.0,328.0,138.60K,0.00%,DANGCEM,,
2023-11-06,328.0,328.0,328.0,328.0,85.06K,0.00%,DANGCEM,,
2023-11-03,328.0,328.0,328.0,328.0,228.84K,0.00%,DANGCEM,,
2023-11-02,328.0,328.0,328.0,328.0,328.91K,0.00%,DANGCEM,,
2023-11-01,328.0,328.0,328.0,328.0,329.50K,0.00%,DANGCEM,,
2023-10-31,328.0,328.0,328.0,328.0,409.09K,0.00%,DANGCEM,,
2023-10-30,328.0,310.1,328.0,328.0,214.17K,5.77%,DANGCEM,,
2023-10-27,310.1,310.1,310.1,310.1,148.80K,0.00%,DANGCEM,,
2023-10-26,310.1,310.1,310.1,310.1,246.66K,0.00%,DANGCEM,,
2023-10-25,310.1,310.1,310.1,310.1,276.37K,0.00%,DANGCEM,,
2023-10-24,310.1,310.1,310.1,310.1,568.12K,0.00%,DANGCEM,,
2023-10-23,310.1,310.1,310.1,310.1,44.77K,0.00%,DANGCEM,,
2023-10-20,310.1,310.1,310.1,310.1,15.75K,0.00%,DANGCEM,,
2023-10-19,310.1,310.1,310.1,310.1,155.87K,0.00%,DANGCEM,,
2023-10-18,310.1,310.1,310.1,310.1,117.82K,0.00%,DANGCEM,,
2023-10-17,310.1,310.1,310.1,310.1,168.19K,0.00%,DANGCEM,,
2023-10-16,310.1,310.1,310.1,310.1,1.07M,0.00%,DANGCEM,,
2023-10-13,310.1,310.1,310.1,310.1,170.62K,0.00%,DANGCEM,,
2023-10-12,310.1,310.1,310.1,310.1,331.36K,0.00%,DANGCEM,,
2023-10-11,310.1,310.1,310.1,310.1,159.29K,0.00%,DANGCEM,,
2023-10-10,310.1,310.1,310.1,310.1,196.70K,0.00%,DANGCEM,,
2023-10-09,310.1,310.1,310.1,310.1,78.52K,0.00%,DANGCEM,,
2023-10-06,310.1,340.0,310.1,310.1,907.81K,-8.79%,DANGCEM,,
2023-10-05,340.0,340.0,340.0,340.0,299.31K,0.00%,DANGCEM,,
2023-10-04,340.0,340.0,340.0,340.0,316.14K,0.00%,DANGCEM,,
2023-10-03,340.0,340.0,340.0,340.0,81.96K,0.00%,DANGCEM,,
2023-09-29,340.0,334.0,340.0,340.0,633.75K,1.80%,DANGCEM,,
2023-09-28,334.0,334.0,334.0,334.0,134.65K,0.00%,DANGCEM,,
2023-09-26,334.0,334.0,334.0,334.0,9.27K,0.00%,DANGCEM,,
2023-09-25,334.0,334.0,334.0,334.0,138.39K,0.00%,DANGCEM,,
2023-09-22,334.0,365.0,335.0,334.0,680.28K,-8.49%,DANGCEM,,
2023-09-21,365.0,365.0,365.0,365.0,535.41K,0.00%,DANGCEM,,
2023-09-20,365.0,365.0,365.0,365.0,32.29K,0.00%,DANGCEM,,
2023-09-19,365.0,365.0,365.0,365.0,931.96K,0.00%,DANGCEM,,
2023-09-18,365.0,365.0,365.0,365.0,92.36K,0.00%,DANGCEM,,
2023-09-15,365.0,365.0,365.0,365.0,1.38M,0.00%,DANGCEM,,
2023-09-14,365.0,365.0,365.0,365.0,1.06M,0.00%,DANGCEM,,
2023-09-13,365.0,365.0,365.0,365.0,57.41K,0.00%,DANGCEM,,
2023-09-12,365.0,365.0,365.0,365.0,337.73K,0.00%,DANGCEM,,
2023-09-11,365.0,365.0,365.0,365.0,137.47K,0.00%,DANGCEM,,
2023-09-08,365.0,365.0,365.0,365.0,49.65K,0.00%,DANGCEM,,
2023-09-07,365.0,370.0,365.0,365.0,816.82K,-1.35%,DANGCEM,,
2023-09-06,370.0,369.8,370.0,350.0,1.99M,0.05%,DANGCEM,,
2023-09-05,369.8,369.8,369.8,369.8,574.74K,0.00%,DANGCEM,,
2023-09-04,369.8,369.8,369.8,369.8,165.51K,0.00%,DANGCEM,,
2023-09-01,369.8,360.0,380.0,324.0,4.40M,2.72%,DANGCEM,,
2023-08-31,360.0,360.0,360.0,360.0,19.69K,0.00%,DANGCEM,,
2023-08-30,360.0,360.0,360.0,360.0,3.43K,0.00%,DANGCEM,,
2023-08-29,360.0,360.0,360.0,360.0,15.20K,0.00%,DANGCEM,,
2023-08-28,360.0,360.0,360.0,360.0,221.23K,0.00%,DANGCEM,,
2023-08-25,360.0,360.0,360.0,360.0,64.20K,0.00%,DANGCEM,,
2023-08-24,360.0,360.0,360.0,360.0,96.93K,0.00%,DANGCEM,,
2023-08-23,360.0,360.0,360.0,360.0,62.60K,0.00%,DANGCEM,,
2023-08-22,360.0,360.0,360.0,360.0,51.61K,0.00%,DANGCEM,,
2023-08-21,360.0,360.0,360.0,360.0,10.82K,0.00%,DANGCEM,,
2023-08-18,360.0,349.9,360.0,360.0,2.59M,2.89%,DANGCEM,,
2023-08-17,349.9,349.9,349.9,349.9,238.01K,0.00%,DANGCEM,,
2023-08-16,349.9,349.9,349.9,349.9,848.12K,0.00%,DANGCEM,,
2023-08-15,349.9,349.9,349.9,349.9,185.98K,0.00%,DANGCEM,,
2023-08-14,349.9,349.9,349.9,349.9,15.72K,0.00%,DANGCEM,,
2023-08-11,349.9,349.9,349.9,349.9,35.64K,0.00%,DANGCEM,,
2023-08-10,349.9,320.0,349.9,349.9,565.97K,9.34%,DANGCEM,,
2023-08-09,320.0,352.0,320.0,320.0,174.23K,-9.09%,DANGCEM,,
2023-08-08,352.0,352.0,352.0,352.0,848.65K,0.00%,DANGCEM,,
2023-08-07,352.0,352.0,352.0,352.0,282.94K,0.00%,DANGCEM,,
2023-08-04,352.0,352.0,352.0,352.0,121.15K,0.00%,DANGCEM,,
2023-08-03,352.0,352.0,352.0,352.0,335.08K,0.00%,DANGCEM,,
2023-08-02,352.0,352.0,352.0,352.0,443.93K,0.00%,DANGCEM,,
2023-08-01,352.0,352.0,352.0,352.0,353.47K,0.00%,DANGCEM,,
2023-07-31,352.0,352.0,352.0,352.0,28.66K,0.00%,DANGCEM,,
2023-07-28,352.0,352.0,352.0,352.0,91.78K,0.00%,DANGCEM,,
2023-07-27,352.0,352.0,352.0,352.0,427.49K,0.00%,DANGCEM,,
2023-07-26,352.0,352.0,352.0,352.0,102.38K,0.00%,DANGCEM,,
2023-07-25,352.0,352.0,352.0,352.0,433.06K,0.00%,DANGCEM,,
2023-07-24,352.0,352.0,352.0,352.0,221.97K,0.00%,DANGCEM,,
2023-07-21,352.0,352.0,352.0,352.0,64.42K,0.00%,DANGCEM,,
2023-07-20,352.0,352.0,352.0,352.0,156.73K,0.00%,DANGCEM,,
2023-07-19,352.0,352.0,352.0,352.0,105.02K,0.00%,DANGCEM,,
2023-07-18,352.0,330.0,352.0,330.0,104.88M,6.67%,DANGCEM,,
2023-07-17,330.0,335.0,340.0,329.5,22.33M,-1.49%,DANGCEM,,
2023-07-14,335.0,326.0,335.0,330.0,1.21M,2.76%,DANGCEM,,
2023-07-13,326.0,326.0,326.0,326.0,956.86K,0.00%,DANGCEM,,
2023-07-12,326.0,360.7,326.0,326.0,2.31M,-9.62%,DANGCEM,,
2023-07-11,360.7,330.1,360.7,360.7,1.56M,9.27%,DANGCEM,,
2023-07-10,330.1,330.1,330.1,330.1,5.11M,10.00%,DANGCEM,,
2023-07-07,300.1,290.0,300.1,290.0,3.09M,3.48%,DANGCEM,,
2023-07-06,290.0,285.0,290.0,290.0,1.01M,1.75%,DANGCEM,,
2023-07-05,285.0,285.0,285.0,285.0,826.51K,0.00%,DANGCEM,,
2023-07-04,285.0,285.0,285.0,285.0,2.27M,0.00%,DANGCEM,,
2023-07-03,285.0,285.0,285.0,285.0,430.64K,0.00%,DANGCEM,,
2023-06-30,285.0,287.5,285.0,285.0,603.67K,-0.87%,DANGCEM,,
2023-06-27,287.5,287.5,287.5,287.5,502.88K,0.00%,DANGCEM,,
2023-06-26,287.5,287.5,287.5,287.5,232.86K,0.00%,DANGCEM,,
2023-06-23,287.5,287.5,287.5,287.5,233.07K,0.00%,DANGCEM,,
2023-06-22,287.5,287.5,287.5,287.5,205.71K,0.00%,DANGCEM,,
2023-06-21,287.5,287.3,287.5,287.5,1.67M,0.07%,DANGCEM,,
2023-06-20,287.3,286.9,287.3,287.3,2.26M,0.14%,DANGCEM,,
2023-06-19,286.9,284.0,286.9,283.9,4.01M,1.02%,DANGCEM,,
2023-06-16,284.0,284.0,284.0,284.0,256.59K,0.00%,DANGCEM,,
2023-06-15,284.0,284.0,284.0,284.0,639.67K,0.00%,DANGCEM,,
2023-06-14,284.0,286.8,284.0,284.0,2.24M,-0.98%,DANGCEM,,
2023-06-13,286.8,283.0,286.8,286.8,1.04M,1.34%,DANGCEM,,
2023-06-09,283.0,286.0,283.0,283.0,1.41M,-1.05%,DANGCEM,,
2023-06-08,286.0,290.0,286.0,272.9,735.60K,-1.38%,DANGCEM,,
2023-06-07,290.0,290.0,290.0,290.0,515.98K,0.00%,DANGCEM,,
2023-06-06,290.0,290.0,290.0,290.0,301.21K,0.00%,DANGCEM,,
2023-06-05,290.0,290.0,290.0,290.0,150.51K,0.00%,DANGCEM,,
2023-06-02,290.0,290.0,290.0,290.0,476.49K,0.00%,DANGCEM,,
2023-06-01,290.0,290.0,290.0,290.0,772.37K,0.00%,DANGCEM,,
2023-05-31,290.0,290.0,290.0,290.0,346.51K,0.00%,DANGCEM,,
2023-05-30,290.0,270.0,290.0,270.0,2.77M,7.41%,DANGCEM,,
2023-05-26,270.0,270.0,270.0,270.0,260.01K,0.00%,DANGCEM,,
2023-05-25,270.0,270.0,270.0,270.0,386.11K,0.00%,DANGCEM,,
2023-05-24,270.0,270.0,270.0,270.0,81.35K,0.00%,DANGCEM,,
2023-05-23,270.0,270.0,270.0,270.0,710.46K,0.00%,DANGCEM,,
2023-05-22,270.0,270.0,270.0,270.0,89.24K,0.00%,DANGCEM,,
2023-05-19,270.0,270.0,270.0,270.0,63.92K,0.00%,DANGCEM,,
2023-05-18,270.0,270.0,270.0,270.0,21.56K,0.00%,DANGCEM,,
2023-05-17,270.0,270.0,270.0,270.0,212.98K,0.00%,DANGCEM,,
2023-05-16,270.0,270.0,270.0,270.0,114.44K,0.00%,DANGCEM,,
2023-05-15,270.0,270.0,270.0,270.0,51.78K,0.00%,DANGCEM,,
2023-05-12,270.0,270.0,270.0,270.0,166.26K,0.00%,DANGCEM,,
2023-05-11,270.0,270.0,270.0,270.0,96.73K,0.00%,DANGCEM,,
2023-05-10,270.0,270.0,270.0,270.0,120.21K,0.00%,DANGCEM,,
2023-05-09,270.0,270.0,270.0,270.0,771.63K,0.00%,DANGCEM,,
2023-05-08,270.0,270.0,270.0,270.0,286.01K,0.00%,DANGCEM,,
2023-05-05,270.0,270.0,270.0,270.0,52.59K,0.00%,DANGCEM,,
